__time,/arm_controller/controller_state/error/positions[0],/arm_controller/controller_state/error/positions[1],/arm_controller/controller_state/error/positions[2],/arm_controller/controller_state/error/time_from_start/nanosec,/arm_controller/controller_state/error/time_from_start/sec,/arm_controller/controller_state/feedback/positions[0],/arm_controller/controller_state/feedback/positions[1],/arm_controller/controller_state/feedback/positions[2],/arm_controller/controller_state/feedback/time_from_start/nanosec,/arm_controller/controller_state/feedback/time_from_start/sec,/arm_controller/controller_state/header/stamp/nanosec,/arm_controller/controller_state/header/stamp/sec,/arm_controller/controller_state/multi_dof_error/time_from_start/nanosec,/arm_controller/controller_state/multi_dof_error/time_from_start/sec,/arm_controller/controller_state/multi_dof_feedback/time_from_start/nanosec,/arm_controller/controller_state/multi_dof_feedback/time_from_start/sec,/arm_controller/controller_state/multi_dof_output/time_from_start/nanosec,/arm_controller/controller_state/multi_dof_output/time_from_start/sec,/arm_controller/controller_state/multi_dof_reference/time_from_start/nanosec,/arm_controller/controller_state/multi_dof_reference/time_from_start/sec,/arm_controller/controller_state/output/positions[0],/arm_controller/controller_state/output/positions[1],/arm_controller/controller_state/output/positions[2],/arm_controller/controller_state/output/time_from_start/nanosec,/arm_controller/controller_state/output/time_from_start/sec,/arm_controller/controller_state/reference/accelerations[0],/arm_controller/controller_state/reference/accelerations[1],/arm_controller/controller_state/reference/accelerations[2],/arm_controller/controller_state/reference/positions[0],/arm_controller/controller_state/reference/positions[1],/arm_controller/controller_state/reference/positions[2],/arm_controller/controller_state/reference/time_from_start/nanosec,/arm_controller/controller_state/reference/time_from_start/sec,/arm_controller/controller_state/reference/velocities[0],/arm_controller/controller_state/reference/velocities[1],/arm_controller/controller_state/reference/velocities[2],/arm_controller/controller_state/speed_scaling_factor,/gripper_controller/controller_state/error/positions[0],/gripper_controller/controller_state/error/time_from_start/nanosec,/gripper_controller/controller_state/error/time_from_start/sec,/gripper_controller/controller_state/feedback/positions[0],/gripper_controller/controller_state/feedback/time_from_start/nanosec,/gripper_controller/controller_state/feedback/time_from_start/sec,/gripper_controller/controller_state/header/stamp/nanosec,/gripper_controller/controller_state/header/stamp/sec,/gripper_controller/controller_state/multi_dof_error/time_from_start/nanosec,/gripper_controller/controller_state/multi_dof_error/time_from_start/sec,/gripper_controller/controller_state/multi_dof_feedback/time_from_start/nanosec,/gripper_controller/controller_state/multi_dof_feedback/time_from_start/sec,/gripper_controller/controller_state/multi_dof_output/time_from_start/nanosec,/gripper_controller/controller_state/multi_dof_output/time_from_start/sec,/gripper_controller/controller_state/multi_dof_reference/time_from_start/nanosec,/gripper_controller/controller_state/multi_dof_reference/time_from_start/sec,/gripper_controller/controller_state/output/positions[0],/gripper_controller/controller_state/output/time_from_start/nanosec,/gripper_controller/controller_state/output/time_from_start/sec,/gripper_controller/controller_state/reference/accelerations[0],/gripper_controller/controller_state/reference/positions[0],/gripper_controller/controller_state/reference/time_from_start/nanosec,/gripper_controller/controller_state/reference/time_from_start/sec,/gripper_controller/controller_state/reference/velocities[0],/gripper_controller/controller_state/speed_scaling_factor,/joint_states/header/stamp,/joint_states/joint_1/position,/joint_states/joint_2/position,/joint_states/joint_3/position,/joint_states/joint_4/position,/tf/gripper_base/gripper_L/rotation/pitch,/tf/gripper_base/gripper_L/rotation/roll,/tf/gripper_base/gripper_L/rotation/w,/tf/gripper_base/gripper_L/rotation/x,/tf/gripper_base/gripper_L/rotation/y,/tf/gripper_base/gripper_L/rotation/yaw,/tf/gripper_base/gripper_L/rotation/z,/tf/gripper_base/gripper_L/translation/x,/tf/gripper_base/gripper_L/translation/y,/tf/gripper_base/gripper_L/translation/z,/tf/gripper_base/gripper_R/rotation/pitch,/tf/gripper_base/gripper_R/rotation/roll,/tf/gripper_base/gripper_R/rotation/w,/tf/gripper_base/gripper_R/rotation/x,/tf/gripper_base/gripper_R/rotation/y,/tf/gripper_base/gripper_R/rotation/yaw,/tf/gripper_base/gripper_R/rotation/z,/tf/gripper_base/gripper_R/translation/x,/tf/gripper_base/gripper_R/translation/y,/tf/gripper_base/gripper_R/translation/z,/tf/h_arm/motor_3/rotation/pitch,/tf/h_arm/motor_3/rotation/roll,/tf/h_arm/motor_3/rotation/w,/tf/h_arm/motor_3/rotation/x,/tf/h_arm/motor_3/rotation/y,/tf/h_arm/motor_3/rotation/yaw,/tf/h_arm/motor_3/rotation/z,/tf/h_arm/motor_3/translation/x,/tf/h_arm/motor_3/translation/y,/tf/h_arm/motor_3/translation/z,/tf/motor_2/h_arm/rotation/pitch,/tf/motor_2/h_arm/rotation/roll,/tf/motor_2/h_arm/rotation/w,/tf/motor_2/h_arm/rotation/x,/tf/motor_2/h_arm/rotation/y,/tf/motor_2/h_arm/rotation/yaw,/tf/motor_2/h_arm/rotation/z,/tf/motor_2/h_arm/translation/x,/tf/motor_2/h_arm/translation/y,/tf/motor_2/h_arm/translation/z,/tf/razor_connector/motor_2/rotation/pitch,/tf/razor_connector/motor_2/rotation/roll,/tf/razor_connector/motor_2/rotation/w,/tf/razor_connector/motor_2/rotation/x,/tf/razor_connector/motor_2/rotation/y,/tf/razor_connector/motor_2/rotation/yaw,/tf/razor_connector/motor_2/rotation/z,/tf/razor_connector/motor_2/translation/x,/tf/razor_connector/motor_2/translation/y,/tf/razor_connector/motor_2/translation/z
1777123563.581074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.010000000,0.003000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.010000000,0.003000000,0.000000000,0.000000000,0.002683761,0.999999100,0.001341880,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.106000000,0.000000000,0.000383394,0.999999982,0.000191697,0.000000000,0.000000000,0.000000000,0.000000000,0.012500000,0.000000000,0.000000000,0.000000000,0.999999541,0.000000000,0.000000000,0.001916972,0.000958486,0.000000000,-0.010000000,-0.016000000
1777123563.631308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.010000000,0.003000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.010000000,0.003000000,0.000000000,0.000000000,0.002683761,0.999999100,0.001341880,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.106000000,0.000000000,0.000383394,0.999999982,0.000191697,0.000000000,0.000000000,0.000000000,0.000000000,0.012500000,0.000000000,0.000000000,0.000000000,0.999999541,0.000000000,0.000000000,0.001916972,0.000958486,0.000000000,-0.010000000,-0.016000000
1777123563.691098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.010000000,0.003000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.010000000,0.003000000,0.000000000,0.000000000,0.002683761,0.999999100,0.001341880,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.106000000,0.000000000,0.000383394,0.999999982,0.000191697,0.000000000,0.000000000,0.000000000,0.000000000,0.012500000,0.000000000,0.000000000,0.000000000,0.999999541,0.000000000,0.000000000,0.001916972,0.000958486,0.000000000,-0.010000000,-0.016000000
1777123563.741325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.010000000,0.003000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.010000000,0.003000000,0.000000000,0.000000000,0.002683761,0.999999100,0.001341880,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.106000000,0.000000000,0.000383394,0.999999982,0.000191697,0.000000000,0.000000000,0.000000000,0.000000000,0.012500000,0.000000000,0.000000000,0.000000000,0.999999541,0.000000000,0.000000000,0.001916972,0.000958486,0.000000000,-0.010000000,-0.016000000
1777123563.791254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.010000000,0.003000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.010000000,0.003000000,0.000000000,0.000000000,0.002683761,0.999999100,0.001341880,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.106000000,0.000000000,0.000383394,0.999999982,0.000191697,0.000000000,0.000000000,0.000000000,0.000000000,0.012500000,0.000000000,0.000000000,0.000000000,0.999999541,0.000000000,0.000000000,0.001916972,0.000958486,0.000000000,-0.010000000,-0.016000000
1777123563.841253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.010000000,0.003000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.010000000,0.003000000,0.000000000,0.000000000,0.002683761,0.999999100,0.001341880,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.106000000,0.000000000,0.000383394,0.999999982,0.000191697,0.000000000,0.000000000,0.000000000,0.000000000,0.012500000,0.000000000,0.000000000,0.000000000,0.999999541,0.000000000,0.000000000,0.001916972,0.000958486,0.000000000,-0.010000000,-0.016000000
1777123563.891318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.010000000,0.003000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.010000000,0.003000000,0.000000000,0.000000000,0.002683761,0.999999100,0.001341880,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.106000000,0.000000000,0.000383394,0.999999982,0.000191697,0.000000000,0.000000000,0.000000000,0.000000000,0.012500000,0.000000000,0.000000000,0.000000000,0.999999541,0.000000000,0.000000000,0.001916972,0.000958486,0.000000000,-0.010000000,-0.016000000
1777123563.941340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.010000000,0.003000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.010000000,0.003000000,0.000000000,0.000000000,0.002683761,0.999999100,0.001341880,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.106000000,0.000000000,0.000383394,0.999999982,0.000191697,0.000000000,0.000000000,0.000000000,0.000000000,0.012500000,0.000000000,0.000000000,0.000000000,0.999999541,0.000000000,0.000000000,0.001916972,0.000958486,0.000000000,-0.010000000,-0.016000000
1777123563.961065,-0.001916972,-0.000383394,-0.002683761,0.000000000,0.000000000,0.001916972,0.000383394,0.002683761,130181655.000000000,128.000000000,960854030.000000000,1777123563.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,130181063.000000000,128.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777123563.970768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.000000000,30127774.000000000,95.000000000,970673542.000000000,1777123563.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,30126830.000000000,95.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
