index,time_sec,joint_1_rad,joint_1_deg,joint_1_pwm_us,joint_2_rad,joint_2_deg,joint_2_pwm_us,joint_3_rad,joint_3_deg,joint_3_pwm_us,joint_4_rad,joint_4_deg,joint_4_pwm_us
157,15.554125823,-0.2625002240239743,-15.040154957812348,1332,0.5,28.64788975654116,1593,0.5000000000000001,28.64788975654117,2132,0.0,0.0,500
158,15.654125823,-0.18600024540229776,-10.657029049949257,1381,0.5,28.64788975654116,1593,0.5000000000000001,28.64788975654117,2132,0.0,0.0,500
159,15.754125822999999,-0.10650026806419777,-6.102015877090438,1432,0.5,28.64788975654116,1593,0.5000000000000001,28.64788975654117,2132,0.0,0.0,500
160,15.854125823,-0.024000291969694665,-1.3751154369452259,1484,0.5,28.64788975654116,1593,0.5000000000000001,28.64788975654117,2132,0.0,0.0,500
161,15.954125823,0.06149968254166893,3.5236722510320213,1539,0.5,28.64788975654116,1593,0.5000000000000001,28.64788975654117,2132,0.0,0.0,500
162,16.054125823,0.1499996562995165,8.594347234375228,1595,0.5,28.64788975654116,1593,0.5000000000000001,28.64788975654117,2132,0.0,0.0,500
163,16.154125823,0.23849966775607578,13.665024377695508,1651,0.5000000000000001,28.64788975654117,1593,0.5000000000000001,28.64788975654117,2132,0.0,0.0,500
164,16.254125823,0.32399967921276684,18.56381418248409,1706,0.5000000000000001,28.64788975654117,1593,0.5000000000000001,28.64788975654117,2132,0.0,0.0,500
165,16.354125823,0.4064996906694567,23.29071664873336,1758,0.5000000000000001,28.64788975654117,1593,0.5000000000000001,28.64788975654117,2132,0.0,0.0,500
166,16.454125823,0.4859997021261462,27.84573177644336,1809,0.5000000000000001,28.64788975654117,1593,0.5000000000000001,28.64788975654117,2132,0.0,0.0,500
167,16.554125823,0.5624997135828345,32.228859565614044,1858,0.5000000000000001,28.64788975654117,1593,0.5000000000000001,28.64788975654117,2132,0.0,0.0,500
168,16.654125823,0.6359997250395228,36.44010001624548,1905,0.5000000000000001,28.64788975654117,1593,0.5000000000000001,28.64788975654117,2132,0.0,0.0,500
169,16.754125823,0.7064997364962105,40.47945312833763,1949,0.5000000000000001,28.64788975654117,1593,0.5000000000000001,28.64788975654117,2132,0.0,0.0,500
170,16.854125823,0.7739997479528979,44.34691890189053,1992,0.5000000000000001,28.64788975654117,1593,0.5000000000000001,28.64788975654117,2132,0.0,0.0,500
171,16.954125823,0.8384997594095827,48.04249733690402,2034,0.5000000000000001,28.64788975654117,1593,0.5000000000000001,28.64788975654117,2132,0.0,0.0,500
172,17.054125823,0.8999997708662664,51.56618843337821,2073,0.5,28.64788975654116,1593,0.5000000000000002,28.647889756541176,2132,0.0,0.0,500
173,17.154125823,0.9584997823229509,54.917992191313196,2110,0.5000000000000001,28.64788975654117,1593,0.5000000000000002,28.647889756541176,2132,0.0,0.0,500
174,17.254125823,1.0139997937796361,58.09790861070898,2145,0.5000000000000001,28.64788975654117,1593,0.5000000000000002,28.647889756541176,2132,0.0,0.0,500
175,17.354125823,1.0664998052363217,61.10593769156553,2179,0.5000000000000001,28.64788975654117,1593,0.5000000000000002,28.647889756541176,2132,0.0,0.0,500
176,17.454125823,1.1159998166930094,63.94207943388296,2210,0.5000000000000001,28.64788975654117,1593,0.5000000000000002,28.647889756541176,2132,0.0,0.0,500
177,17.554125823,1.162499828149696,66.60633383766108,2240,0.5000000000000001,28.64788975654117,1593,0.5000000000000002,28.647889756541176,2132,0.0,0.0,500
