__time,/arm_controller/controller_state/error/positions[0],/arm_controller/controller_state/error/positions[1],/arm_controller/controller_state/error/positions[2],/arm_controller/controller_state/error/time_from_start/nanosec,/arm_controller/controller_state/error/time_from_start/sec,/arm_controller/controller_state/feedback/positions[0],/arm_controller/controller_state/feedback/positions[1],/arm_controller/controller_state/feedback/positions[2],/arm_controller/controller_state/feedback/time_from_start/nanosec,/arm_controller/controller_state/feedback/time_from_start/sec,/arm_controller/controller_state/header/stamp/nanosec,/arm_controller/controller_state/header/stamp/sec,/arm_controller/controller_state/multi_dof_error/time_from_start/nanosec,/arm_controller/controller_state/multi_dof_error/time_from_start/sec,/arm_controller/controller_state/multi_dof_feedback/time_from_start/nanosec,/arm_controller/controller_state/multi_dof_feedback/time_from_start/sec,/arm_controller/controller_state/multi_dof_output/time_from_start/nanosec,/arm_controller/controller_state/multi_dof_output/time_from_start/sec,/arm_controller/controller_state/multi_dof_reference/time_from_start/nanosec,/arm_controller/controller_state/multi_dof_reference/time_from_start/sec,/arm_controller/controller_state/output/positions[0],/arm_controller/controller_state/output/positions[1],/arm_controller/controller_state/output/positions[2],/arm_controller/controller_state/output/time_from_start/nanosec,/arm_controller/controller_state/output/time_from_start/sec,/arm_controller/controller_state/reference/accelerations[0],/arm_controller/controller_state/reference/accelerations[1],/arm_controller/controller_state/reference/accelerations[2],/arm_controller/controller_state/reference/positions[0],/arm_controller/controller_state/reference/positions[1],/arm_controller/controller_state/reference/positions[2],/arm_controller/controller_state/reference/time_from_start/nanosec,/arm_controller/controller_state/reference/time_from_start/sec,/arm_controller/controller_state/reference/velocities[0],/arm_controller/controller_state/reference/velocities[1],/arm_controller/controller_state/reference/velocities[2],/arm_controller/controller_state/speed_scaling_factor,/joint_states/header/stamp,/joint_states/joint_1/position,/joint_states/joint_2/position,/joint_states/joint_3/position,/tf/h_arm/motor_3/rotation/pitch,/tf/h_arm/motor_3/rotation/roll,/tf/h_arm/motor_3/rotation/w,/tf/h_arm/motor_3/rotation/x,/tf/h_arm/motor_3/rotation/y,/tf/h_arm/motor_3/rotation/yaw,/tf/h_arm/motor_3/rotation/z,/tf/h_arm/motor_3/translation/x,/tf/h_arm/motor_3/translation/y,/tf/h_arm/motor_3/translation/z,/tf/motor_2/h_arm/rotation/pitch,/tf/motor_2/h_arm/rotation/roll,/tf/motor_2/h_arm/rotation/w,/tf/motor_2/h_arm/rotation/x,/tf/motor_2/h_arm/rotation/y,/tf/motor_2/h_arm/rotation/yaw,/tf/motor_2/h_arm/rotation/z,/tf/motor_2/h_arm/translation/x,/tf/motor_2/h_arm/translation/y,/tf/motor_2/h_arm/translation/z,/tf/razor_connector/motor_2/rotation/pitch,/tf/razor_connector/motor_2/rotation/roll,/tf/razor_connector/motor_2/rotation/w,/tf/razor_connector/motor_2/rotation/x,/tf/razor_connector/motor_2/rotation/y,/tf/razor_connector/motor_2/rotation/yaw,/tf/razor_connector/motor_2/rotation/z,/tf/razor_connector/motor_2/translation/x,/tf/razor_connector/motor_2/translation/y,/tf/razor_connector/motor_2/translation/z
1777273100.125064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777273100.125051260,0.001916972,-0.001916972,0.001150183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.125072,-0.001916972,0.001916972,-0.001150183,0.000000000,0.000000000,0.001916972,-0.001916972,0.001150183,0.000000000,0.000000000,125056439.000000000,1777273100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.135071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777273100.135056496,0.001916972,-0.001916972,0.001150183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.135083,-0.001916972,0.001916972,-0.001150183,0.000000000,0.000000000,0.001916972,-0.001916972,0.001150183,0.000000000,0.000000000,135063133.000000000,1777273100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.145172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777273100.145159960,0.001916972,-0.001916972,0.001150183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.145179,-0.001916972,0.001916972,-0.001150183,0.000000000,0.000000000,0.001916972,-0.001916972,0.001150183,0.000000000,0.000000000,145165866.000000000,1777273100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.145242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.001150183,0.999999835,0.000575092,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.106000000,0.000000000,-0.001916972,0.999999541,-0.000958486,0.000000000,0.000000000,0.000000000,0.000000000,0.012500000,0.000000000,0.000000000,0.000000000,0.999999541,0.000000000,0.000000000,0.001916972,0.000958486,0.000000000,-0.010000000,-0.016000000
1777273100.155043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777273100.155028582,0.001916972,-0.001916972,0.001150183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.155053,-0.001916972,0.001916972,-0.001150183,0.000000000,0.000000000,0.001916972,-0.001916972,0.001150183,0.000000000,0.000000000,155034958.000000000,1777273100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.165097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777273100.165082216,0.001916972,-0.001916972,0.001150183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.165107,-0.001916972,0.001916972,-0.001150183,0.000000000,0.000000000,0.001916972,-0.001916972,0.001150183,0.000000000,0.000000000,165090414.000000000,1777273100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.175056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777273100.175044537,0.001916972,-0.001916972,0.001150183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.175067,-0.001916972,0.001916972,-0.001150183,0.000000000,0.000000000,0.001916972,-0.001916972,0.001150183,0.000000000,0.000000000,175051014.000000000,1777273100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.185079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777273100.185065269,0.001916972,-0.001916972,0.001150183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.185118,-0.001916972,0.001916972,-0.001150183,0.000000000,0.000000000,0.001916972,-0.001916972,0.001150183,0.000000000,0.000000000,185072156.000000000,1777273100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.195103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777273100.195092678,0.001916972,-0.001916972,0.001150183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.195111,-0.001916972,0.001916972,-0.001150183,0.000000000,0.000000000,0.001916972,-0.001916972,0.001150183,0.000000000,0.000000000,195097754.000000000,1777273100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.205149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777273100.205116749,0.001916972,-0.001916972,0.001150183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.205151,-0.001916972,0.001916972,-0.001150183,0.000000000,0.000000000,0.001916972,-0.001916972,0.001150183,0.000000000,0.000000000,205121989.000000000,1777273100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.205245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.001150183,0.999999835,0.000575092,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.106000000,0.000000000,-0.001916972,0.999999541,-0.000958486,0.000000000,0.000000000,0.000000000,0.000000000,0.012500000,0.000000000,0.000000000,0.000000000,0.999999541,0.000000000,0.000000000,0.001916972,0.000958486,0.000000000,-0.010000000,-0.016000000
1777273100.215122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777273100.215104818,0.001916972,-0.001916972,0.001150183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.215142,-0.001916972,0.001916972,-0.001150183,0.000000000,0.000000000,0.001916972,-0.001916972,0.001150183,0.000000000,0.000000000,215115027.000000000,1777273100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.225178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777273100.225165129,0.001916972,-0.001916972,0.001150183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.225189,-0.001916972,0.001916972,-0.001150183,0.000000000,0.000000000,0.001916972,-0.001916972,0.001150183,0.000000000,0.000000000,225173192.000000000,1777273100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.235394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777273100.235378027,0.001916972,-0.001916972,0.001150183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.235405,-0.001916972,0.001916972,-0.001150183,0.000000000,0.000000000,0.001916972,-0.001916972,0.001150183,0.000000000,0.000000000,235386328.000000000,1777273100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.245211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777273100.245200157,0.001916972,-0.001916972,0.001150183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.245221,-0.001916972,0.001916972,-0.001150183,0.000000000,0.000000000,0.001916972,-0.001916972,0.001150183,0.000000000,0.000000000,245205614.000000000,1777273100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.255560,-0.001916972,0.001916972,-0.001150183,0.000000000,0.000000000,0.001916972,-0.001916972,0.001150183,0.000000000,0.000000000,255542586.000000000,1777273100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.255568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777273100.255534887,0.001916972,-0.001916972,0.001150183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.255682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.001150183,0.999999835,0.000575092,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.106000000,0.000000000,-0.001916972,0.999999541,-0.000958486,0.000000000,0.000000000,0.000000000,0.000000000,0.012500000,0.000000000,0.000000000,0.000000000,0.999999541,0.000000000,0.000000000,0.001916972,0.000958486,0.000000000,-0.010000000,-0.016000000
1777273100.265123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777273100.265107632,0.001916972,-0.001916972,0.001150183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.265132,-0.001916972,0.001916972,-0.001150183,0.000000000,0.000000000,0.001916972,-0.001916972,0.001150183,0.000000000,0.000000000,265115621.000000000,1777273100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.275149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777273100.275141001,0.001916972,-0.001916972,0.001150183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.275154,-0.001916972,0.001916972,-0.001150183,0.000000000,0.000000000,0.001916972,-0.001916972,0.001150183,0.000000000,0.000000000,275144397.000000000,1777273100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.285601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777273100.285539865,0.001916972,-0.001916972,0.001150183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.285615,-0.001916972,0.001916972,-0.001150183,0.000000000,0.000000000,0.001916972,-0.001916972,0.001150183,0.000000000,0.000000000,285547617.000000000,1777273100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.295465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777273100.295457602,0.001916972,-0.001916972,0.001150183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.295534,-0.001916972,0.001916972,-0.001150183,0.000000000,0.000000000,0.001916972,-0.001916972,0.001150183,0.000000000,0.000000000,295461309.000000000,1777273100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.305706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777273100.305693626,0.001916972,-0.001916972,0.001150183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.305719,-0.001916972,0.001916972,-0.001150183,0.000000000,0.000000000,0.001916972,-0.001916972,0.001150183,0.000000000,0.000000000,305701089.000000000,1777273100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.305833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.001150183,0.999999835,0.000575092,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.106000000,0.000000000,-0.001916972,0.999999541,-0.000958486,0.000000000,0.000000000,0.000000000,0.000000000,0.012500000,0.000000000,0.000000000,0.000000000,0.999999541,0.000000000,0.000000000,0.001916972,0.000958486,0.000000000,-0.010000000,-0.016000000
1777273100.315169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777273100.315154552,0.001916972,-0.001916972,0.001150183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.315224,-0.001916972,0.001916972,-0.001150183,0.000000000,0.000000000,0.001916972,-0.001916972,0.001150183,0.000000000,0.000000000,315161316.000000000,1777273100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.325590,-0.001916972,0.001916972,-0.001150183,0.000000000,0.000000000,0.001916972,-0.001916972,0.001150183,0.000000000,0.000000000,325576671.000000000,1777273100.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.325600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777273100.325571299,0.001916972,-0.001916972,0.001150183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777273100.335105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777273100.335087538,0.001916972,-0.001916972,0.001150183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
